aux	inflected	infinitive
gerund	swarming	swarm
gerund	brightening	brighten
gerund	ending	end
gerund	modifying	modify
gerund	gasping	gasp
gerund	watering	water
gerund	engaging	engage
gerund	clinching	clinch
gerund	catalyzing	catalyze
gerund	innovating	innovate
gerund	tweeting	tweet
gerund	inventing	invent
gerund	subsiding	subside
gerund	meditating	meditate
gerund	coming	come
gerund	consulting	consult
gerund	detaining	detain
gerund	divvying	divvy
gerund	disabling	disable
gerund	socking	sock
gerund	touring	tour
gerund	burnishing	burnish
gerund	pegging	peg
gerund	zooming	zoom
gerund	juxtaposing	juxtapose
gerund	reviewing	review
gerund	bailing	bail
gerund	finalizing	finalize
gerund	existing	exist
gerund	rambling	ramble
gerund	flailing	flail
gerund	posting	post
gerund	accessing	access
gerund	wandering	wander
gerund	loading	load
gerund	hating	hate
gerund	scrounging	scrounge
gerund	creating	create
gerund	galvanizing	galvanize
gerund	enlivening	enliven
gerund	notching	notch
gerund	lifting	lift
gerund	emulating	emulate
gerund	inviting	invite
gerund	branching	branch
gerund	rearranging	rearrange
gerund	exterminating	exterminate
gerund	normalizing	normalize
gerund	tapping	tap
gerund	dissipating	dissipate
gerund	adjusting	adjust
gerund	dovetailing	dovetail
gerund	crooning	croon
gerund	rehabilitating	rehabilitate
gerund	amplifying	amplify
gerund	touting	tout
gerund	flourishing	flourish
gerund	wailing	wail
gerund	spouting	spout
gerund	conjuring	conjure
gerund	fighting	fight
gerund	affirming	affirm
gerund	counting	count
gerund	alienating	alienate
gerund	trading	trade
gerund	facilitating	facilitate
gerund	scanning	scan
gerund	uniting	unite
gerund	surging	surge
gerund	intervening	intervene
gerund	transcending	transcend
gerund	franchising	franchise
gerund	exploding	explode
gerund	relaying	relay
gerund	staining	stain
gerund	owning	own
gerund	rounding	round
gerund	redoubling	redouble
gerund	flogging	flog
gerund	blurting	blurt
gerund	dwindling	dwindle
gerund	gravitating	gravitate
gerund	weathering	weather
gerund	attaching	attach
gerund	discharging	discharge
gerund	putting	putt
gerund	pitting	pit
gerund	pestering	pester
gerund	collaborating	collaborate
gerund	commanding	command
gerund	reopening	reopen
gerund	depending	depend
gerund	mandating	mandate
gerund	buttressing	buttress
gerund	referencing	reference
gerund	dredging	dredge
gerund	contravening	contravene
gerund	winning	win
gerund	sounding	sound
gerund	fretting	fret
gerund	bamboozling	bamboozle
gerund	displaying	display
gerund	lingering	linger
gerund	jeering	jeer
gerund	vacating	vacate
gerund	snuggling	snuggle
gerund	waving	wave
gerund	abdicating	abdicate
gerund	meaning	mean
gerund	conducting	conduct
gerund	revving	rev
gerund	ranking	rank
gerund	begging	beg
gerund	circumnavigating	circumnavigate
gerund	devaluing	devalue
gerund	responding	respond
gerund	looming	loom
gerund	muttering	mutter
gerund	coalescing	coalesce
gerund	flattening	flatten
gerund	traipsing	traipse
gerund	retracting	retract
gerund	wriggling	wriggle
gerund	assisting	assist
gerund	staying	stay
gerund	holding	hold
gerund	battering	batter
gerund	breaching	breach
gerund	doubting	doubt
gerund	predicting	predict
gerund	frustrating	frustrate
gerund	authenticating	authenticate
gerund	mistreating	mistreat
gerund	sympathizing	sympathize
gerund	buckling	buckle
gerund	coinciding	coincide
gerund	ambling	amble
gerund	prolonging	prolong
gerund	sprinkling	sprinkle
gerund	extricating	extricate
gerund	secreting	secrete
gerund	investing	invest
gerund	pushing	push
gerund	replacing	replace
gerund	binding	bound
gerund	staging	stage
gerund	shielding	shield
gerund	neutering	neuter
gerund	echoing	echo
gerund	frisking	frisk
gerund	fluctuating	fluctuate
gerund	staring	stare
gerund	preceding	precede
gerund	mauling	maul
gerund	dialing	dial
gerund	reprising	reprise
gerund	darkening	darken
gerund	crowding	crowd
gerund	filling	fill
gerund	presaging	presage
gerund	receiving	receive
gerund	loosing	loose
gerund	endeavouring	endeavour
gerund	performing	perform
gerund	readjusting	readjust
gerund	heightening	heighten
gerund	guessing	guess
gerund	wracking	wrack
gerund	shying	shy
gerund	clicking	click
gerund	haggling	haggle
gerund	covering	cover
gerund	sweetening	sweeten
gerund	terrorizing	terrorize
gerund	seizing	seize
gerund	communicating	communicate
gerund	witnessing	witness
gerund	rousing	rouse
gerund	deactivating	deactivate
gerund	allowing	allow
gerund	clearing	clear
gerund	parroting	parrot
gerund	bribing	bribe
gerund	fertilizing	fertilize
gerund	repeating	repeat
gerund	relaunching	relaunch
gerund	furnishing	furnish
gerund	repurchasing	repurchase
gerund	violating	violate
gerund	billing	bill
gerund	cheering	cheer
gerund	deriving	derive
gerund	replying	reply
gerund	invigorating	invigorate
gerund	quizzing	quiz
gerund	besetting	beset
gerund	exaggerating	exaggerate
gerund	offloading	offload
gerund	coexisting	coexist
gerund	seeing	see
gerund	lining	line
gerund	surpassing	surpass
gerund	forgetting	forget
gerund	lighting	light
gerund	pausing	pause
gerund	invalidating	invalidate
gerund	sealing	seal
gerund	collating	collate
gerund	diagnosing	diagnose
gerund	prejudging	prejudge
gerund	curtailing	curtail
gerund	descending	descend
gerund	flexing	flex
gerund	grouping	group
gerund	retreating	retreat
gerund	softening	soften
gerund	illuminating	illuminate
gerund	ignoring	ignore
gerund	feeling	feel
gerund	blowing	blow
gerund	influencing	influence
gerund	acquiescing	acquiesce
gerund	convening	convene
gerund	keying	key
gerund	documenting	document
gerund	fermenting	ferment
gerund	fussing	fuss
gerund	specializing	specialize
gerund	supplanting	supplant
gerund	earning	earn
gerund	reexamining	reexamine
gerund	absorbing	absorb
gerund	complementing	complement
gerund	touching	touch
gerund	continuing	continue
gerund	stuffing	stuff
gerund	popping	pop
gerund	contacting	contact
gerund	drumming	drum
gerund	perceiving	perceive
gerund	intimidating	intimidate
gerund	trusting	trust
gerund	deposing	depose
gerund	fulfilling	fulfill
gerund	plotting	plot
gerund	clinging	cling
gerund	feigning	feign
gerund	emanating	emanate
gerund	detracting	detract
gerund	cancelling	cancel
gerund	nominating	nominate
gerund	deporting	deport
gerund	locking	lock
gerund	revamping	revamp
gerund	gleaning	glean
gerund	rebuking	rebuke
gerund	boding	bode
gerund	skidding	skid
gerund	spending	spend
gerund	wrestling	wrestle
gerund	reestablishing	reestablish
gerund	emerging	emerge
gerund	doing	do
gerund	culling	cull
gerund	christening	christen
gerund	doling	dole
gerund	spitting	spit
gerund	dying	die
gerund	aiding	aid
gerund	edging	edge
gerund	splurging	splurge
gerund	signalling	signal
gerund	straining	strain
gerund	interacting	interact
gerund	lessening	lessen
gerund	immigrating	immigrate
gerund	parking	park
gerund	lampooning	lampoon
gerund	multiplying	multiply
gerund	latching	latch
gerund	irking	irk
gerund	navigating	navigate
gerund	deteriorating	deteriorate
gerund	striving	strive
gerund	disbanding	disband
gerund	democratizing	democratize
gerund	chopping	chop
gerund	personalizing	personalize
gerund	overheating	overheat
gerund	outplaying	outplay
gerund	haranguing	harangue
gerund	highlighting	highlight
gerund	hatching	hatch
gerund	smoking	smoke
gerund	stocking	stock
gerund	thanking	thank
gerund	tricking	trick
gerund	cooperating	cooperate
gerund	shackling	shackle
gerund	building	build
gerund	swiveling	swivel
gerund	reheating	reheat
gerund	trotting	trot
gerund	stifling	stifle
gerund	painting	paint
gerund	lecturing	lecture
gerund	tailoring	tailor
gerund	fizzling	fizzle
gerund	recruiting	recruit
gerund	establishing	establish
gerund	absconding	abscond
gerund	rearming	rearm
gerund	commemorating	commemorate
gerund	trekking	trek
gerund	twittering	twitter
gerund	polarizing	polarize
gerund	unravelling	unravel
gerund	reinvesting	reinvest
gerund	satisfying	satisfy
gerund	veering	veer
gerund	parachuting	parachute
gerund	stamping	stamp
gerund	reentering	reenter
gerund	eluding	elude
gerund	inhibiting	inhibit
gerund	inquiring	inquire
gerund	accounting	account
gerund	crafting	craft
gerund	battening	batten
gerund	screening	screen
gerund	solidifying	solidify
gerund	supporting	support
gerund	swaying	sway
gerund	overcoming	overcome
gerund	growling	growl
gerund	listening	listen
gerund	overreaching	overreach
gerund	researching	research
gerund	elaborating	elaborate
gerund	percolating	percolate
gerund	swatting	swat
gerund	resembling	resemble
gerund	exclaiming	exclaim
gerund	outdoing	outdo
gerund	wreaking	wreak
gerund	seeping	seep
gerund	unleashing	unleash
gerund	snubbing	snub
gerund	overriding	override
gerund	kissing	kiss
gerund	improvising	improvise
gerund	complying	comply
gerund	immersing	immerse
gerund	proposing	propose
gerund	configuring	configure
gerund	cautioning	caution
gerund	vetoing	veto
gerund	decrying	decry
gerund	governing	govern
gerund	facing	face
gerund	muddying	muddy
gerund	rooting	root
gerund	pricing	price
gerund	gyrating	gyrate
gerund	clogging	clog
gerund	formalizing	formalize
gerund	scraping	scrape
gerund	hesitating	hesitate
gerund	disowning	disown
gerund	sizing	size
gerund	naming	name
gerund	lashing	lash
gerund	wiping	wipe
gerund	extrapolating	extrapolate
gerund	confessing	confess
gerund	controlling	control
gerund	practising	practise
gerund	testing	test
gerund	tucking	tuck
gerund	scheduling	schedule
gerund	straightening	straighten
gerund	recognizing	recognize
gerund	supplying	supply
gerund	surfacing	surface
gerund	throwing	throw
gerund	forging	forge
gerund	battling	battle
gerund	exiting	exit
gerund	conceding	concede
gerund	preferring	prefer
gerund	phasing	phase
gerund	contributing	contribute
gerund	downplaying	downplay
gerund	welcoming	welcome
gerund	offending	offend
gerund	sacrificing	sacrifice
gerund	officiating	officiate
gerund	trumping	trump
gerund	tarnishing	tarnish
gerund	conceiving	conceive
gerund	hijacking	hijack
gerund	marketing	market
gerund	relocating	relocate
gerund	treating	treat
gerund	reminding	remind
gerund	organizing	organize
gerund	impoverishing	impoverish
gerund	planning	plan
gerund	varying	vary
gerund	depositing	deposit
gerund	prospering	prosper
gerund	crumpling	crumple
gerund	cooling	cool
gerund	revealing	reveal
gerund	acceding	accede
gerund	praying	pray
gerund	developing	develop
gerund	chomping	chomp
gerund	mediating	mediate
gerund	sparing	spare
gerund	mopping	mop
gerund	fluttering	flutter
gerund	overreacting	overreact
gerund	expediting	expedite
gerund	moving	move
gerund	spurning	spurn
gerund	approaching	approach
gerund	adopting	adopt
gerund	instructing	instruct
gerund	lumbering	lumber
gerund	signing	sign
gerund	relenting	relent
gerund	medicating	medicate
gerund	shuttering	shutter
gerund	imposing	impose
gerund	prohibiting	prohibit
gerund	working	work
gerund	foreshadowing	foreshadow
gerund	computing	compute
gerund	neutralizing	neutralize
gerund	linking	link
gerund	catering	cater
gerund	scorching	scorch
gerund	decreasing	decrease
gerund	sidestepping	sidestep
gerund	rejoicing	rejoice
gerund	plopping	plop
gerund	noting	note
gerund	dripping	drip
gerund	listing	list
gerund	evading	evade
gerund	tormenting	torment
gerund	waking	wake
gerund	popularizing	popularize
gerund	opening	open
gerund	brainwashing	brainwash
gerund	changing	change
gerund	hoping	hope
gerund	vaulting	vault
gerund	remedying	remedy
gerund	raging	rage
gerund	privatizing	privatize
gerund	switching	switch
gerund	empowering	empower
gerund	throttling	throttle
gerund	commissioning	commission
gerund	butting	butt
gerund	designing	design
gerund	galloping	gallop
gerund	amounting	amount
gerund	conquering	conquer
gerund	whistling	whistle
gerund	belonging	belong
gerund	scrapping	scrap
gerund	wedging	wedge
gerund	snuffing	snuff
gerund	designating	designate
gerund	scaring	scare
gerund	jumping	jump
gerund	encouraging	encourage
gerund	surfing	surf
gerund	cuddling	cuddle
gerund	formulating	formulate
gerund	nixing	nix
gerund	suing	sue
gerund	crying	cry
gerund	implicating	implicate
gerund	crawling	crawl
gerund	criminalizing	criminalize
gerund	occupying	occupy
gerund	mating	mate
gerund	recovering	recover
gerund	condemning	condemn
gerund	decamping	decamp
gerund	insisting	insist
gerund	ruling	rule
gerund	imbibing	imbibe
gerund	perusing	peruse
gerund	associating	associate
gerund	hooking	hook
gerund	hiking	hike
gerund	kicking	kick
gerund	exemplifying	exemplify
gerund	telling	tell
gerund	huffing	huff
gerund	greeting	greet
gerund	overdosing	overdose
gerund	incurring	incur
gerund	honoring	honor
gerund	defrauding	defraud
gerund	shouldering	shoulder
gerund	deflecting	deflect
gerund	standing	stand
gerund	raking	rake
gerund	rinsing	rinse
gerund	practicing	practice
gerund	packing	pack
gerund	predating	predate
gerund	aborting	abort
gerund	amassing	amass
gerund	servicing	service
gerund	maiming	maim
gerund	airlifting	airlift
gerund	weaving	weave
gerund	taking	take
gerund	flopping	flop
gerund	restocking	restock
gerund	inciting	incite
gerund	suggesting	suggest
gerund	labelling	label
gerund	swabbing	swab
gerund	patenting	patent
gerund	appointing	appoint
gerund	matching	match
gerund	exhibiting	exhibit
gerund	logging	log
gerund	hobbling	hobble
gerund	embellishing	embellish
gerund	forcing	force
gerund	probing	probe
gerund	heckling	heckle
gerund	plunking	plunk
gerund	proclaiming	proclaim
gerund	coaxing	coax
gerund	citing	cite
gerund	maneuvering	maneuver
gerund	fetching	fetch
gerund	sucking	suck
gerund	digitizing	digitize
gerund	inspecting	inspect
gerund	warding	ward
gerund	sampling	sample
gerund	debasing	debase
gerund	judging	judge
gerund	reclining	recline
gerund	reigning	reign
gerund	procuring	procure
gerund	gritting	grit
gerund	merging	merge
gerund	exchanging	exchange
gerund	resetting	reset
gerund	lengthening	lengthen
gerund	cavorting	cavort
gerund	estimating	estimate
gerund	pronouncing	pronounce
gerund	rescuing	rescue
gerund	accomplishing	accomplish
gerund	closing	close
gerund	correcting	correct
gerund	hydrating	hydrate
gerund	acknowledging	acknowledge
gerund	diluting	dilute
gerund	wagging	wag
gerund	making	make
gerund	jutting	jut
gerund	defying	defy
gerund	bulging	bulge
gerund	cashing	cash
gerund	drilling	drill
gerund	hiring	hire
gerund	renegotiating	renegotiate
gerund	bowing	bow
gerund	immunizing	immunize
gerund	supposing	suppose
gerund	equaling	equal
gerund	meting	mete
gerund	baffling	baffle
gerund	withholding	withhold
gerund	resisting	resist
gerund	scuppering	scupper
gerund	attempting	attempt
gerund	paving	pave
gerund	undertaking	undertake
gerund	plying	ply
gerund	customizing	customize
gerund	living	live
gerund	outgrowing	outgrow
gerund	overstaying	overstay
gerund	locating	locate
gerund	spiking	spike
gerund	combing	comb
gerund	pandering	pander
gerund	revoking	revoke
gerund	faring	fare
gerund	acquiring	acquire
gerund	draining	drain
gerund	bragging	brag
gerund	shaking	shake
gerund	hastening	hasten
gerund	relegating	relegate
gerund	escalating	escalate
gerund	nestling	nestle
gerund	looking	look
gerund	repackaging	repackage
gerund	censoring	censor
gerund	thickening	thicken
gerund	snooping	snoop
gerund	representing	represent
gerund	suspecting	suspect
gerund	underplaying	underplay
gerund	notifying	notify
gerund	tracking	track
gerund	groaning	groan
gerund	churning	churn
gerund	justifying	justify
gerund	hammering	hammer
gerund	outstripping	outstrip
gerund	imploring	implore
gerund	searching	search
gerund	dispelling	dispel
gerund	hankering	hanker
gerund	delivering	deliver
gerund	liquidating	liquidate
gerund	magnifying	magnify
gerund	pointing	point
gerund	advocating	advocate
gerund	whining	whine
gerund	enduring	endure
gerund	granting	grant
gerund	enslaving	enslave
gerund	preening	preen
gerund	quarrelling	quarrel
gerund	growing	grow
gerund	invading	invade
gerund	captaining	captain
gerund	chiding	chide
gerund	depicting	depict
gerund	restating	restate
gerund	convicting	convict
gerund	provoking	provoke
gerund	repelling	repel
gerund	reissuing	reissue
gerund	dithering	dither
gerund	waxing	wax
gerund	minimizing	minimize
gerund	gazing	gaze
gerund	inaugurating	inaugurate
gerund	meeting	meet
gerund	spawning	spawn
gerund	reserving	reserve
gerund	installing	install
gerund	reacting	react
gerund	disarming	disarm
gerund	demonstrating	demonstrate
gerund	expending	expend
gerund	uncovering	uncover
gerund	dissolving	dissolve
gerund	punctuating	punctuate
gerund	forecasting	forecast
gerund	quadrupling	quadruple
gerund	instilling	instill
gerund	masquerading	masquerade
gerund	foisting	foist
gerund	mowing	mow
gerund	recycling	recycle
gerund	waiting	wait
gerund	crashing	crash
gerund	plowing	plow
gerund	ambushing	ambush
gerund	worrying	worry
gerund	ceding	cede
gerund	dozing	doze
gerund	failing	fail
gerund	permitting	permit
gerund	pitching	pitch
gerund	grooming	groom
gerund	dictating	dictate
gerund	cementing	cement
gerund	catapulting	catapult
gerund	condoning	condone
gerund	uplifting	uplift
gerund	overthrowing	overthrow
gerund	prancing	prance
gerund	stopping	stop
gerund	averaging	average
gerund	shrugging	shrug
gerund	agreeing	agree
gerund	exhorting	exhort
gerund	denying	deny
gerund	forgiving	forgive
gerund	borrowing	borrow
gerund	etching	etch
gerund	squeaking	squeak
gerund	cowering	cower
gerund	stacking	stack
gerund	topping	top
gerund	whacking	whack
gerund	attracting	attract
gerund	bilking	bilk
gerund	halving	halve
gerund	remembering	remember
gerund	backdating	backdate
gerund	renewing	renew
gerund	harvesting	harvest
gerund	taxing	tax
gerund	purring	purr
gerund	punching	punch
gerund	characterizing	characterize
gerund	misrepresenting	misrepresent
gerund	giving	give
gerund	barricading	barricade
gerund	prescribing	prescribe
gerund	hanging	hang
gerund	expelling	expel
gerund	admitting	admit
gerund	leaning	lean
gerund	staking	stake
gerund	proceeding	proceed
gerund	raining	rain
gerund	monitoring	monitor
gerund	reconnecting	reconnect
gerund	lobbing	lob
gerund	retaining	retain
gerund	shelling	shell
gerund	complaining	complain
gerund	jettisoning	jettison
gerund	cobbling	cobble
gerund	discovering	discover
gerund	decorating	decorate
gerund	channelling	channel
gerund	riffing	riff
gerund	overlooking	overlook
gerund	spoofing	spoof
gerund	pollinating	pollinate
gerund	selling	sell
gerund	letting	let
gerund	achieving	achieve
gerund	walloping	wallop
gerund	policing	police
gerund	investigating	investigate
gerund	telephoning	telephone
gerund	remaking	remake
gerund	terminating	terminate
gerund	lying	lie
gerund	consolidating	consolidate
gerund	quarantining	quarantine
gerund	storming	storm
gerund	capitulating	capitulate
gerund	assembling	assemble
gerund	extinguishing	extinguish
gerund	vilifying	vilify
gerund	stomping	stomp
gerund	enquiring	enquire
gerund	deducting	deduct
gerund	redeploying	redeploy
gerund	purifying	purify
gerund	persecuting	persecute
gerund	preventing	prevent
gerund	sidling	sidle
gerund	colouring	colour
gerund	preaching	preach
gerund	stigmatizing	stigmatize
gerund	excluding	exclude
gerund	unionizing	unionize
gerund	overshadowing	overshadow
gerund	pinching	pinch
gerund	barring	bar
gerund	ascribing	ascribe
gerund	fortifying	fortify
gerund	increasing	increase
gerund	shrouding	shroud
gerund	crackling	crackle
gerund	quickening	quicken
gerund	superseding	supersede
gerund	mastering	master
gerund	intensifying	intensify
gerund	misunderstanding	misunderstand
gerund	precipitating	precipitate
gerund	withstanding	withstand
gerund	refining	refine
gerund	sniping	snipe
gerund	peddling	peddle
gerund	circumventing	circumvent
gerund	erecting	erect
gerund	eating	eat
gerund	transplanting	transplant
gerund	restructuring	restructure
gerund	sending	send
gerund	legalizing	legalize
gerund	meandering	meander
gerund	memorializing	memorialize
gerund	questioning	question
gerund	outwitting	outwit
gerund	disseminating	disseminate
gerund	inferring	infer
gerund	clenching	clench
gerund	revitalizing	revitalize
gerund	reconstituting	reconstitute
gerund	regressing	regress
gerund	debuting	debut
gerund	bumbling	bumble
gerund	pecking	peck
gerund	sauntering	saunter
gerund	sifting	sift
gerund	getting	got
gerund	teetering	teeter
gerund	bleeding	bleed
gerund	disqualifying	disqualify
gerund	netting	net
gerund	cannibalizing	cannibalize
gerund	perverting	pervert
gerund	disconnecting	disconnect
gerund	undergoing	undergo
gerund	hounding	hound
gerund	screwing	screw
gerund	blazing	blaze
gerund	harassing	harass
gerund	ravaging	ravage
gerund	retailing	retail
gerund	savouring	savour
gerund	thrusting	thrust
gerund	whittling	whittle
gerund	smashing	smash
gerund	floating	float
gerund	insuring	insure
gerund	reclaiming	reclaim
gerund	stabilizing	stabilize
gerund	panicking	panic
gerund	rebutting	rebut
gerund	elevating	elevate
gerund	dumping	dump
gerund	piercing	pierce
gerund	beefing	beef
gerund	reactivating	reactivate
gerund	idolizing	idolize
gerund	affecting	affect
gerund	corralling	corral
gerund	lowering	lower
gerund	preying	prey
gerund	obscuring	obscure
gerund	projecting	project
gerund	burning	burn
gerund	starting	start
gerund	translating	translate
gerund	updating	update
gerund	ushering	usher
gerund	embarking	embark
gerund	exercising	exercise
gerund	hurrying	hurry
gerund	relating	relate
gerund	unfurling	unfurl
gerund	using	used
gerund	interfering	interfere
gerund	totalling	total
gerund	fumbling	fumble
gerund	fondling	fondle
gerund	hosting	host
gerund	rubbing	rub
gerund	recapturing	recapture
gerund	replenishing	replenish
gerund	catching	catch
gerund	zigzagging	zigzag
gerund	simmering	simmer
gerund	electrifying	electrify
gerund	stooping	stoop
gerund	bashing	bash
gerund	narrating	narrate
gerund	castrating	castrate
gerund	marginalizing	marginalize
gerund	confiscating	confiscate
gerund	settling	settle
gerund	rehashing	rehash
gerund	confining	confine
gerund	vanquishing	vanquish
gerund	crisscrossing	crisscross
gerund	chugging	chug
gerund	regulating	regulate
gerund	overhauling	overhaul
gerund	dodging	dodge
gerund	snoozing	snooze
gerund	unwinding	unwind
gerund	sustaining	sustain
gerund	overplaying	overplay
gerund	scrolling	scroll
gerund	tipping	tip
gerund	realizing	realize
gerund	educating	educate
gerund	overdoing	overdo
gerund	evicting	evict
gerund	slinking	slink
gerund	cherishing	cherish
gerund	crossing	cross
gerund	outweighing	outweigh
gerund	caving	cave
gerund	founding	found
gerund	diverging	diverge
gerund	accepting	accept
gerund	differing	differ
gerund	alluding	allude
gerund	sabotaging	sabotage
gerund	flying	fly
gerund	employing	employ
gerund	concentrating	concentrate
gerund	satirizing	satirize
gerund	furthering	further
gerund	omitting	omit
gerund	qualifying	qualify
gerund	pinning	pin
gerund	sitting	sit
gerund	enveloping	envelop
gerund	reinstating	reinstate
gerund	wrangling	wrangle
gerund	cleansing	cleanse
gerund	tampering	tamper
gerund	pursuing	pursue
gerund	avenging	avenge
gerund	auctioning	auction
gerund	disbursing	disburse
gerund	impeding	impede
gerund	devouring	devour
gerund	dipping	dip
gerund	tottering	totter
gerund	licking	lick
gerund	pining	pine
gerund	petering	peter
gerund	infringing	infringe
gerund	stripping	strip
gerund	commiserating	commiserate
gerund	pricking	prick
gerund	instituting	institute
gerund	annihilating	annihilate
gerund	introducing	introduce
gerund	adapting	adapt
gerund	meddling	meddle
gerund	emboldening	embolden
gerund	identifying	identify
gerund	reproducing	reproduce
gerund	boiling	boil
gerund	glazing	glaze
gerund	wielding	wield
gerund	going	go
gerund	reassigning	reassign
gerund	mimicking	mimic
gerund	bludgeoning	bludgeon
gerund	stashing	stash
gerund	ebbing	ebb
gerund	riling	rile
gerund	reminiscing	reminisce
gerund	inflating	inflate
gerund	deriding	deride
gerund	relaxing	relax
gerund	unwrapping	unwrap
gerund	rewriting	rewrite
gerund	risking	risk
gerund	honing	hone
gerund	punting	punt
gerund	aging	age
gerund	criticizing	criticize
gerund	complicating	complicate
gerund	dissecting	dissect
gerund	frittering	fritter
gerund	portraying	portray
gerund	incinerating	incinerate
gerund	confounding	confound
gerund	marshalling	marshal
gerund	teeing	tee
gerund	awaiting	await
gerund	frolicking	frolic
gerund	suffocating	suffocate
gerund	dismissing	dismiss
gerund	writhing	writhe
gerund	inflicting	inflict
gerund	plaguing	plague
gerund	awakening	awaken
gerund	reigniting	reignite
gerund	destroying	destroy
gerund	donating	donate
gerund	entailing	entail
gerund	courting	court
gerund	shutting	shut
gerund	voiding	void
gerund	auditioning	audition
gerund	reappearing	reappear
gerund	anointing	anoint
gerund	serving	serve
gerund	preserving	preserve
gerund	hinging	hinge
gerund	pleading	plead
gerund	obtaining	obtain
gerund	teaching	teach
gerund	affording	afford
gerund	teaming	team
gerund	analyzing	analyze
gerund	smothering	smother
gerund	inserting	insert
gerund	passing	pass
gerund	sprouting	sprout
gerund	grabbing	grab
gerund	counteracting	counteract
gerund	according	accord
gerund	splattering	splatter
gerund	refuelling	refuel
gerund	asking	ask
gerund	pirating	pirate
gerund	abolishing	abolish
gerund	sapping	sap
gerund	screaming	scream
gerund	arguing	argue
gerund	concluding	conclude
gerund	shoring	shore
gerund	watching	watch
gerund	bracing	brace
gerund	scratching	scratch
gerund	memorizing	memorize
gerund	deceiving	deceive
gerund	droning	drone
gerund	initiating	initiate
gerund	remonstrating	remonstrate
gerund	modulating	modulate
gerund	recouping	recoup
gerund	stumbling	stumble
gerund	strangling	strangle
gerund	uprooting	uproot
gerund	postponing	postpone
gerund	surveying	survey
gerund	ruffling	ruffle
gerund	staving	stave
gerund	sequestering	sequester
gerund	slamming	slam
gerund	roaming	roam
gerund	occurring	occur
gerund	bowling	bowl
gerund	bottling	bottle
gerund	paying	pay
gerund	depleting	deplete
gerund	arriving	arrive
gerund	outlasting	outlast
gerund	earmarking	earmark
gerund	floundering	flounder
gerund	scowling	scowl
gerund	walking	walk
gerund	regurgitating	regurgitate
gerund	rallying	rally
gerund	ripping	rip
gerund	stiffening	stiffen
gerund	attacking	attack
gerund	bombarding	bombard
gerund	lending	lend
gerund	wasting	waste
gerund	creaking	creak
gerund	inhaling	inhale
gerund	stowing	stow
gerund	certifying	certify
gerund	revelling	revel
gerund	mapping	map
gerund	inoculating	inoculate
gerund	lunching	lunch
gerund	discussing	discuss
gerund	maximizing	maximize
gerund	pleasing	please
gerund	enticing	entice
gerund	bunking	bunk
gerund	buffing	buffer
gerund	flitting	flit
gerund	charting	chart
gerund	restoring	restore
gerund	appealing	appeal
gerund	collapsing	collapse
gerund	imagining	imagine
gerund	knowing	know
gerund	threatening	threaten
gerund	entering	enter
gerund	cocking	cock
gerund	reading	read
gerund	pressuring	pressure
gerund	deviating	deviate
gerund	sharpening	sharpen
gerund	consenting	consent
gerund	parlaying	parlay
gerund	overshooting	overshoot
gerund	overseeing	oversee
gerund	clamping	clamp
gerund	sanitizing	sanitize
gerund	prising	prise
gerund	chewing	chew
gerund	struggling	struggle
gerund	suppressing	suppress
gerund	sneezing	sneeze
gerund	nationalizing	nationalize
gerund	overlapping	overlap
gerund	weighing	weigh
gerund	retaking	retake
gerund	slurping	slurp
gerund	miming	mime
gerund	relying	rely
gerund	masturbating	masturbate
gerund	declining	decline
gerund	positing	posit
gerund	defacing	deface
gerund	exploiting	exploit
gerund	blooming	bloom
gerund	telegraphing	telegraph
gerund	gaining	gain
gerund	placing	place
gerund	shouting	shout
gerund	frying	fry
gerund	denoting	denote
gerund	swinging	swing
gerund	broadcasting	broadcast
gerund	choreographing	choreograph
gerund	disclosing	disclose
gerund	rewiring	rewire
gerund	securing	secure
gerund	depressing	depress
gerund	positioning	position
gerund	wiggling	wiggle
gerund	limiting	limit
gerund	processing	process
gerund	redeveloping	redevelop
gerund	hovering	hover
gerund	grounding	ground
gerund	regenerating	regenerate
gerund	coughing	cough
gerund	chastising	chastise
gerund	narrowing	narrow
gerund	rewarding	reward
gerund	aching	ache
gerund	grimacing	grimace
gerund	appeasing	appease
gerund	diffusing	diffuse
gerund	encroaching	encroach
gerund	capsizing	capsize
gerund	derailing	derail
gerund	becoming	become
gerund	chasing	chase
gerund	shorting	short
gerund	abusing	abuse
gerund	automating	automate
gerund	dissuading	dissuade
gerund	hitchhiking	hitchhike
gerund	inundating	inundate
gerund	subtracting	subtract
gerund	detecting	detect
gerund	muddling	muddle
gerund	crushing	crush
gerund	flinging	fling
gerund	peaking	peak
gerund	enlightening	enlighten
gerund	disinfecting	disinfect
gerund	funnelling	funnel
gerund	surviving	survive
gerund	depriving	deprive
gerund	shepherding	shepherd
gerund	beaming	beam
gerund	fomenting	foment
gerund	exerting	exert
gerund	clasping	clasp
gerund	squealing	squeal
gerund	shortchanging	shortchange
gerund	profiting	profit
gerund	trickling	trickle
gerund	sacking	sack
gerund	enacting	enact
gerund	undercutting	undercut
gerund	enthusing	enthuse
gerund	expressing	express
gerund	injecting	inject
gerund	hindering	hinder
gerund	scrabbling	scrabble
gerund	monetizing	monetize
gerund	subletting	sublet
gerund	assuming	assume
gerund	shuddering	shudder
gerund	tying	tie
gerund	allocating	allocate
gerund	slashing	slash
