phrase	label
was guarantee	0
was hoarding	1
was hoard	0
was hoarded	0
was labelling	1
was label	0
was borrowing	1
was borrow	0
was informing	1
was inform	0
was dreaming	1
was licensing	1
was license	0
was progressing	1
was progressed	0
was soaring	1
was soar	0
was soared	0
was landing	1
was migrating	1
was migrate	0
was migrated	0
was surrendering	1
was surrender	0
was impressing	1
was impress	0
was masturbating	1
was masturbate	0
was masturbated	0
was slicing	1
was slice	0
was bleeding	1
was bleed	0
was bled	0
was deterring	1
was deter	0
was refinancing	1
was refinance	0
was brewing	1
was brew	0
was backdating	1
was backdate	0
was judging	1
was afflicting	1
was afflict	0
was debunking	1
was debunk	0
was warranting	1
was warrant	0
was surviving	1
was survive	0
was leaning	1
was crossing	1
was locating	1
was locate	0
was expressing	1
was express	0
was weighing	1
was weigh	0
was disbursing	1
was disburse	0
was recovering	1
was recover	0
was accelerating	1
was accelerate	0
was waking	1
was wake	0
was stacking	1
was stack	0
was obeying	1
was obey	0
was obeyed	0
was heightening	1
was heighten	0
was abandoning	1
was abandon	0
was deflecting	1
was deflect	0
was tying	1
was tie	0
was focussing	1
was pressuring	1
was mimicking	1
was mimic	0
was mimicked	0
was overcoming	1
was straying	1
was stray	0
was strayed	0
was evaluating	1
was evaluate	0
was marvelling	1
was marvel	0
was marvelled	0
was overtaking	1
was overtake	0
was underlining	1
was underline	0
was posing	1
was pose	0
was realising	1
was realise	0
was reinstating	1
was reinstate	0
was enveloping	1
was envelop	0
was conjuring	1
was conjure	0
was shedding	1
was viewing	1
was view	0
was steering	1
was steer	0
was locking	1
was lock	0
was boring	1
was bore	0
was ejecting	1
was eject	0
was stating	1
was prosecuting	1
was prosecute	0
was paving	1
was pave	0
was trailing	1
was trail	0
was sampling	1
was sample	0
was peering	1
was peered	0
was donating	1
was donate	0
was renegotiating	1
was renegotiate	0
was tracing	1
was trace	0
was tagging	1
was tag	0
was amounting	1
was amount	0
was amounted	0
was exacerbating	1
was exacerbate	0
was encountering	1
was encounter	0
was escalating	1
was escalate	0
was advancing	1
was advance	0
was outnumbering	1
was outnumber	0
was installing	1
was install	0
was praising	1
was devouring	1
was devour	0
was conquering	1
was conquer	0
was relishing	1
was relish	0
was relished	0
was fending	1
was fend	0
was distancing	1
was distanced	0
was emanating	1
was emanate	0
was emanated	0
was extinguishing	1
was extinguish	0
was superseding	1
was supersede	0
was severing	1
was sever	0
was worsening	1
was worsen	0
was rebutting	1
was rebut	0
was practicing	1
was pitching	1
was contending	1
was contend	0
was plummeting	1
was plummet	0
was plummeted	0
was defying	1
was defy	0
was defied	0
was planting	1
was plant	0
was devastating	1
was devastate	0
was decamping	1
was decamp	0
was decamped	0
was discouraging	1
was discourage	0
was pausing	1
was pause	0
was constituting	1
was constitute	0
was misrepresenting	1
was misrepresent	0
was extrapolating	1
was extrapolate	0
was hopping	1
was hop	0
was hopped	0
was overturning	1
was overturn	0
was corresponding	1
was correspond	0
was corresponded	0
was reworking	1
was rework	0
was curling	1
was curl	0
was sensing	1
was sense	0
was sensed	0
was brushing	1
was brush	0
was overriding	1
was override	0
was conceding	1
was concede	0
was dwarfing	1
was dwarf	0
was tendering	1
was voicing	1
was voice	0
was anointing	1
was anoint	0
was upgrading	1
was upgrade	0
was revamping	1
was revamp	0
was mopping	1
was mop	0
was mopped	0
was gearing	1
was gear	0
was dyeing	1
was dye	0
was wringing	1
was wring	0
was wrung	0
was boiling	1
was boil	0
was sapping	1
was sap	0
was affirming	1
was affirm	0
was crediting	1
was underscoring	1
was underscore	0
was counting	1
was reconsidering	1
was reconsider	0
was reconsidered	0
was insuring	1
was insure	0
was inserting	1
was insert	0
was aspiring	1
was aspire	0
was aspired	0
was tolerating	1
was tolerate	0
was mitigating	1
was mitigate	0
was depleting	1
was deplete	0
was enraging	1
was enrage	0
was imprisoning	1
was imprison	0
was nominating	1
was nominate	0
was shipping	1
was ship	0
was relocating	1
was relocate	0
was compensating	1
was compensate	0
was grappling	1
was grapple	0
was grappled	0
was purchasing	1
was purchase	0
was travelling	1
was travelled	0
was hedging	1
was hedge	0
was unlocking	1
was unlock	0
was flouting	1
was flout	0
was flouted	0
was pricing	1
was confining	1
was confine	0
was commencing	1
was commence	0
was marching	1
was diversifying	1
was diversify	0
was exploding	1
was explode	0
was brainwashing	1
was brainwash	0
was fixing	1
was fix	0
was cleaning	1
was dispensing	1
was dispense	0
was draining	1
was drain	0
was acquitting	1
was acquit	0
was stamping	1
was stamp	0
was igniting	1
was ignite	0
was grounding	1
was drying	1
was denouncing	1
was denounce	0
was integrating	1
was integrate	0
was outperforming	1
was outperform	0
was outperformed	0
was devoting	1
was devote	0
was injecting	1
was inject	0
was dissolving	1
was dissolve	0
was curbing	1
was curb	0
was staking	1
was stake	0
was lagging	1
was lag	0
was lagged	0
was stifling	1
was stifle	0
was studying	1
was study	0
was mortgaging	1
was vanishing	1
was vanish	0
was vanished	0
was substituting	1
was substitute	0
was smelling	1
was smell	0
was smelled	0
was scratching	1
was scratch	0
was rubbing	1
was rub	0
was taxing	1
was imperiling	1
was imperil	0
was recounting	1
was recount	0
was presiding	1
was preside	0
was skipping	1
was skip	0
was cheating	1
was cheat	0
was copying	1
was copy	0
was punishing	1
was punish	0
was phasing	1
was phase	0
was checking	1
was check	0
was justifying	1
was justify	0
was simmering	1
was simmer	0
was simmered	0
was tossing	1
was toss	0
was stalling	1
was stall	0
was minimizing	1
was minimize	0
was storming	1
was storm	0
was occupying	1
was occupy	0
was banking	1
was draft	0
was banked	0
was snapping	1
was snap	0
was disobeying	1
was disobey	0
was disobeyed	0
was emboldening	1
was embolden	0
was interacting	1
was interact	0
was interacted	0
was transmitting	1
was transmit	0
was arching	1
was arch	0
was arched	0
was conceiving	1
was conceive	0
was disclosing	1
was disclose	0
was retailing	1
was retailed	0
was broadcasting	1
was proceeding	1
was proceed	0
was proceeded	0
was negotiating	1
was negotiate	0
was deviating	1
was deviate	0
was deviated	0
was emphasizing	1
was emphasize	0
was broadening	1
was broaden	0
was staining	1
was stain	0
was ceding	1
was cede	0
was staving	1
was stave	0
was staved	0
was restraining	1
was restrain	0
was trusting	1
was moonlighting	1
was moonlight	0
was moonlighted	0
was raking	1
was rake	0
was transferring	1
was transfer	0
was sealing	1
was seal	0
was loading	1
was load	0
was heralding	1
was herald	0
was questioning	1
was allocating	1
was allocate	0
was swallowing	1
was swallow	0
was commemorating	1
was commemorate	0
was clinching	1
was clinch	0
was spitting	1
was subjecting	1
was exporting	1
was interfering	1
was interfere	0
was interfered	0
was safeguarding	1
was safeguard	0
was mulling	1
was mull	0
was mulled	0
was acquiring	1
was acquire	0
was stinging	1
was sting	0
was scorning	1
was scorn	0
was sketching	1
was sketch	0
was quizzing	1
was quiz	0
was earmarking	1
was earmark	0
was advocating	1
was advocate	0
was peddling	1
was peddle	0
was enrolling	1
was enroll	0
was coinciding	1
was coincide	0
was coincided	0
was upsetting	1
was stabilizing	1
was stabilize	0
was replying	1
was reply	0
was replied	0
was rattling	1
was rattle	0
was shrugging	1
was shrug	0
was netting	1
was spiking	1
was spike	0
was ironing	1
was iron	0
was funding	1
was fund	0
was lurking	1
was lurk	0
was lurked	0
was puncturing	1
was puncture	0
was networking	1
was network	0
was networked	0
was skating	1
was skate	0
was skated	0
was rumbling	1
was rumble	0
was resuscitating	1
was resuscitate	0
was decapitating	1
was decapitate	0
was outweighing	1
was outweigh	0
was intercepting	1
was intercept	0
was restocking	1
was restock	0
was restocked	0
was rejoicing	1
was rejoice	0
was rejoiced	0
was spinning	1
was scrapping	1
was scrap	0
was shepherding	1
was shepherd	0
was persuading	1
was persuade	0
was disturbing	1
was disturb	0
was abusing	1
was uncovering	1
was uncover	0
was channelling	1
was reinforcing	1
was reinforce	0
was skyrocketing	1
was skyrocket	0
was skyrocketed	0
was courting	1
was caving	1
was cave	0
was caved	0
was demonstrating	1
was demonstrate	0
was sailing	1
was sail	0
was spying	1
was spy	0
was realizing	1
was realize	0
was slowing	1
was overhauling	1
was overhaul	0
was sustaining	1
was sustain	0
was inquiring	1
was inquire	0
was inquired	0
was gambling	1
was gamble	0
was organizing	1
was organize	0
was remonstrating	1
was remonstrate	0
was remonstrated	0
was figuring	1
was figure	0
was dwindling	1
was dwindle	0
was dwindled	0
was outlawing	1
was outlaw	0
was pounding	1
was pound	0
was attributing	1
was attribute	0
was supervising	1
was supervise	0
was bestowing	1
was bestow	0
was renaming	1
was rename	0
was behaving	1
was behave	0
was behaved	0
was nullifying	1
was nullify	0
was validating	1
was validate	0
was reassuring	1
was reassure	0
was disposing	1
was dispose	0
was wrecking	1
was wreck	0
was policing	1
was beaming	1
was beam	0
was trumpeting	1
was trumpet	0
was sickening	1
was sicken	0
was clearing	1
was swamping	1
was swamp	0
was scribbling	1
was scribble	0
was fetching	1
was fetch	0
was contemplating	1
was contemplate	0
was documenting	1
was document	0
was imbibing	1
was imbibe	0
was imbibed	0
was exhaling	1
was exhale	0
was exhaled	0
was restructuring	1
was restructure	0
was hammering	1
was hammer	0
was guarding	1
was guard	0
was arming	1
was defaulting	1
was default	0
was defaulted	0
was signifying	1
was signify	0
was signified	0
was reigniting	1
was reignite	0
was winding	1
was lighting	1
was thronging	1
was throng	0
was shopping	1
was shop	0
was shopped	0
was sorting	1
was prevailing	1
was prevail	0
was empowering	1
was empower	0
was legitimizing	1
was legitimize	0
was legitimized	0
was structuring	1
was structure	0
was desiring	1
was accomplishing	1
was accomplish	0
was garnering	1
was garner	0
was garnered	0
was clinging	1
was cling	0
was clung	0
was dipping	1
was dip	0
was expelling	1
was expel	0
was pressing	1
was stripping	1
was mediating	1
was mediate	0
was indicting	1
was indict	0
was multiplying	1
was multiply	0
was supplementing	1
was supplement	0
was combing	1
was comb	0
was touting	1
was tout	0
was motivating	1
was motivate	0
was deriding	1
was deride	0
was huddling	1
was huddle	0
was clutching	1
was clutch	0
was scanning	1
was scan	0
was trekking	1
was trek	0
was trekked	0
was rooting	1
was root	0
was begging	1
was beg	0
was begged	0
was appeasing	1
was appease	0
was appeased	0
was parrying	1
was parry	0
was stumbling	1
was stumble	0
was painting	1
was paint	0
was binding	1
was alerting	1
was rebounding	1
was rebound	0
was rebounded	0
was absorbing	1
was absorb	0
was displacing	1
was displace	0
was complying	1
was comply	0
was indulging	1
was indulge	0
was constructing	1
was construct	0
was pleading	1
was plead	0
was pled	0
was distilling	1
was distill	0
was grumbling	1
was grumble	0
was grumbled	0
was exceeding	1
was exceed	0
was contesting	1
was contest	0
was jetting	1
was jet	0
was jetted	0
was refreshing	1
was refresh	0
was sprouting	1
was sprout	0
was sprouted	0
was presuming	1
was presume	0
was shouldering	1
was shouldered	0
was churning	1
was churn	0
was churned	0
was bemoaning	1
was bemoan	0
was bemoaned	0
was confiscating	1
was confiscate	0
was contracting	1
was contract	0
was fertilizing	1
was fertilize	0
was fertilized	0
was implanting	1
was implant	0
was reinvesting	1
was reinvest	0
was amassing	1
was amass	0
was shifting	1
was shift	0
was exploiting	1
was exploit	0
was contrasting	1
was contrast	0
was shimmying	1
was shimmy	0
was shimmied	0
was clapping	1
was clap	0
was smiling	1
was smiled	0
was discounting	1
was discount	0
was relaying	1
was relay	0
was swaying	1
was sway	0
was bobbing	1
was bobbed	0
was tapping	1
was dredging	1
was dredge	0
was correcting	1
was vanquishing	1
was vanquish	0
was concentrating	1
was concentrate	0
was depressing	1
was depress	0
was disbanding	1
was disband	0
was deeming	1
was deem	0
was withholding	1
was withhold	0
was outpacing	1
was outpace	0
was breaching	1
was breach	0
was mistreating	1
was mistreat	0
was dampening	1
was dampen	0
was diverting	1
was divert	0
was overreacting	1
was overreact	0
was overreacted	0
was torpedoing	1
was torpedo	0
was swimming	1
was swim	0
was swum	0
was drowning	1
was drown	0
was milking	1
was milked	0
was evolving	1
was evolve	0
was evolved	0
was casting	1
was wrangling	1
was wrangle	0
was wrangled	0
was distinguishing	1
was distinguish	0
was improvising	1
was improvise	0
was gauging	1
was gauge	0
was hindering	1
was hinder	0
was flipping	1
was flip	0
was traversing	1
was traverse	0
was traversed	0
was alleviating	1
was alleviate	0
was witnessing	1
was enticing	1
was entice	0
was placating	1
was placate	0
was placated	0
was drooping	1
was droop	0
was drooped	0
was consisting	1
was consist	0
was consisted	0
was circulating	1
was circulate	0
was echoing	1
was echo	0
was hardening	1
was harden	0
was hardened	0
was healing	1
was heal	0
was bowling	1
was bowl	0
was snaring	1
was snare	0
was chatting	1
was chat	0
was chatted	0
was chopping	1
was chop	0
was weakening	1
was weaken	0
was dissipating	1
was dissipate	0
was dissecting	1
was dissect	0
was hailing	1
was hail	0
was subscribing	1
was subscribe	0
was championing	1
was bracing	1
was brace	0
was swarming	1
was swarm	0
was analyzing	1
was analyze	0
was languishing	1
was languish	0
was languished	0
was staring	1
was stare	0
was stared	0
was repelling	1
was repel	0
was retaking	1
was retake	0
was thanking	1
was quantifying	1
was quantify	0
was quantified	0
was recreating	1
was recreate	0
was jacking	1
was transplanting	1
was transplant	0
was expediting	1
was expedite	0
was tucking	1
was tuck	0
was frying	1
was fry	0
was countering	1
was weathering	1
was weathered	0
was reprising	1
was reprise	0
was evoking	1
was evoke	0
was summing	1
was sum	0
was petitioning	1
was petition	0
was hiking	1
was hike	0
was heckling	1
was heckle	0
was jeering	1
was jeer	0
was sweetening	1
was sweeten	0
was conspiring	1
was conspire	0
was conspired	0
was broaching	1
was broach	0
was depriving	1
was deprive	0
was deleting	1
was delete	0
was sharpening	1
was sharpen	0
was penalizing	1
was penalize	0
was nationalizing	1
was nationalize	0
was terrorizing	1
was terrorize	0
was praying	1
was pray	0
was prayed	0
was comprising	1
was comprise	0
was teetering	1
was teeter	0
was teetered	0
was picturing	1
was handcuffing	1
was handcuff	0
was normalizing	1
was normalize	0
was normalized	0
was speeding	1
was extraditing	1
was extradite	0
was tarnishing	1
was tarnish	0
was repairing	1
was repair	0
was bashing	1
was bash	0
was booing	1
was boo	0
was denoting	1
was denote	0
was denoted	0
was parking	1
was damping	1
was rendering	1
was render	0
was beckoning	1
was beckon	0
was replenishing	1
was replenish	0
was replenished	0
was dedicating	1
was dedicate	0
was nurturing	1
was nurture	0
was medicating	1
was medicate	0
was smoking	1
was extricating	1
was extricate	0
was revisiting	1
was revisit	0
was rescinding	1
was rescind	0
was cultivating	1
was cultivate	0
was preceding	1
was precede	0
was stipulating	1
was stipulate	0
was stipulated	0
was taunting	1
was taunt	0
was staging	1
was outstripping	1
was outstrip	0
was apprehending	1
was apprehend	0
was administering	1
was administer	0
was infringing	1
was infringe	0
was compromising	1
was feasting	1
was feast	0
was feasted	0
was blaring	1
was blare	0
was blared	0
was whistling	1
was whistle	0
was blackmailing	1
was blackmail	0
was emulating	1
was emulate	0
was abdicating	1
was abdicate	0
was abdicated	0
was commissioning	1
was depicting	1
was depict	0
was strolling	1
was stroll	0
was strolled	0
was sipping	1
was sip	0
was sipped	0
was surveying	1
was survey	0
was confusing	1
was confuse	0
was detaching	1
was detach	0
was airlifting	1
was airlift	0
was decorating	1
was decorate	0
was mutating	1
was mutate	0
was mutated	0
was entailing	1
was entail	0
was entailed	0
was volleying	1
was volley	0
was screaming	1
was scream	0
was scouring	1
was scour	0
was honouring	1
was honour	0
was agitating	1
was agitate	0
was prolonging	1
was prolong	0
was dabbing	1
was dab	0
was dabbed	0
was pooling	1
was pool	0
was concurring	1
was concur	0
was concurred	0
was tipping	1
was tip	0
was vaccinating	1
was vaccinate	0
was grasping	1
was grasp	0
was discarding	1
was discard	0
was starving	1
was starve	0
was dotting	1
was dot	0
was altering	1
was alter	0
was researching	1
was expending	1
was expend	0
was reciting	1
was recite	0
was aborting	1
was abort	0
was weaving	1
was weave	0
was halving	1
was halve	0
was perishing	1
was perish	0
was perished	0
was rating	1
was rate	0
was reiterating	1
was reiterate	0
was tapering	1
was taper	0
was tapered	0
was pardoning	1
was pardon	0
was haunting	1
was haunt	0
was ushering	1
was usher	0
was diminishing	1
was diminish	0
was retelling	1
was retell	0
was instructing	1
was instruct	0
was possessing	1
was possess	0
was aggravating	1
was aggravate	0
was flattening	1
was flatten	0
was withstanding	1
was withstand	0
was withstood	0
was shoving	1
was shove	0
was resetting	1
was consolidating	1
was consolidate	0
was clogging	1
was clog	0
was darkening	1
was darken	0
was manoeuvring	1
was manoeuvre	0
was obliging	1
was oblige	0
was reaffirming	1
was reaffirm	0
was ravaging	1
was ravage	0
was ferrying	1
was ferry	0
was capitulating	1
was capitulate	0
was capitulated	0
was servicing	1
was proclaiming	1
was proclaim	0
was cranking	1
was crank	0
was peeling	1
was peel	0
was isolating	1
was isolate	0
was coughing	1
was cough	0
was coughed	0
was choking	1
was choke	0
was contaminating	1
was contaminate	0
was spelling	1
was spell	0
was ramming	1
was ram	0
was transporting	1
was disagreeing	1
was disagree	0
was disagreed	0
was complicating	1
was complicate	0
was squinting	1
was squint	0
was squinted	0
was exclaiming	1
was exclaim	0
was exclaimed	0
was devising	1
was devise	0
was extorting	1
was extort	0
was extorted	0
was equaling	1
was equaled	0
was flopping	1
was flop	0
was flopped	0
was salvaging	1
was salvage	0
was fabricating	1
was fabricate	0
was saluting	1
was salute	0
was impacting	1
was impact	0
was footing	1
was footed	0
was harvesting	1
was harvest	0
was slogging	1
was slog	0
was slogged	0
was hooking	1
was hook	0
was composing	1
was compose	0
was tinkering	1
was tinker	0
was tinkered	0
was maneuvering	1
was maneuver	0
was maneuvered	0
was reconciling	1
was reconcile	0
was sucking	1
was suck	0
was trotting	1
was trot	0
was suffocating	1
was suffocate	0
was rethinking	1
was rethink	0
was rethought	0
was memorizing	1
was memorize	0
was memorized	0
was yanking	1
was yank	0
was reasserting	1
was reassert	0
was reasserted	0
was speculating	1
was speculate	0
was detonating	1
was detonate	0
was reverting	1
was revert	0
was reverted	0
was overshadowing	1
was overshadow	0
was buzzing	1
was varying	1
was vary	0
was holing	1
was hole	0
was scaling	1
was scale	0
was rehearsing	1
was rehearse	0
was conveying	1
was convey	0
was dining	1
was dine	0
was dined	0
was adoring	1
was adore	0
was vetoing	1
was veto	0
was coding	1
was unfolding	1
was unfold	0
was unfolded	0
was favouring	1
was favour	0
was admiring	1
was admire	0
was intruding	1
was intrude	0
was intruded	0
was battering	1
was batter	0
was quarantining	1
was quarantine	0
was chanting	1
was chant	0
was trashing	1
was stalking	1
was stalk	0
was harming	1
was harm	0
was conflating	1
was conflate	0
was conflated	0
was fluttering	1
was flutter	0
was fluttered	0
was taping	1
was tape	0
was positioning	1
was position	0
was departing	1
was depart	0
was departed	0
was shattering	1
was shatter	0
was popping	1
was predating	1
was predate	0
was predated	0
was ridiculing	1
was ridicule	0
was accumulating	1
was accumulate	0
was manning	1
was shelling	1
was shell	0
was disputing	1
was dispute	0
was shortening	1
was shorten	0
was backfiring	1
was backfire	0
was backfired	0
was seething	1
was seethe	0
was seethed	0
was pretending	1
was pretend	0
was pretended	0
was elevating	1
was elevate	0
was inferring	1
was infer	0
was inferred	0
was trimming	1
was trim	0
was inducing	1
was induce	0
was grossing	1
was grossed	0
was stemming	1
was stem	0
was overdosing	1
was overdose	0
was overdosed	0
was stiffening	1
was stiffen	0
was stiffened	0
was trebling	1
was treble	0
was trebled	0
was overplaying	1
was overplay	0
was overplayed	0
was arousing	1
was arouse	0
was mobilizing	1
was mobilize	0
was maximizing	1
was maximize	0
was maximized	0
was blunting	1
was lengthening	1
was lengthen	0
was scaring	1
was scare	0
was relaxing	1
was relax	0
was overheating	1
was overheat	0
was propelling	1
was propel	0
was waging	1
was wage	0
was hobbling	1
was hobble	0
was flirting	1
was flirt	0
was flirted	0
was balancing	1
was contravening	1
was contravene	0
was contravened	0
was defrauding	1
was defraud	0
was foraging	1
was forage	0
was foraged	0
was sagging	1
was sag	0
was sagged	0
was venturing	1
was venture	0
was ventured	0
was forfeiting	1
was forfeit	0
was disinfecting	1
was disinfect	0
was disseminating	1
was disseminate	0
was embroiling	1
was embroil	0
was drilling	1
was drill	0
was retreating	1
was retreat	0
was retreated	0
was desecrating	1
was desecrate	0
was cropping	1
was crop	0
was erecting	1
was erect	0
was repatriating	1
was repatriate	0
was spooking	1
was spook	0
was reimbursing	1
was reimburse	0
was stitching	1
was stitch	0
was inhaling	1
was inhale	0
was pouncing	1
was pounce	0
was forgiving	1
was forgive	0
was hatching	1
was hatch	0
was cleansing	1
was cleanse	0
was telephoning	1
was telephone	0
was postponing	1
was postpone	0
was compiling	1
was compile	0
was renewing	1
was renew	0
was whisking	1
was whisk	0
was lashing	1
was lash	0
was revoking	1
was revoke	0
was flanking	1
was flank	0
was disowning	1
was disown	0
was blanketing	1
was remodeling	1
was remodel	0
was disenfranchising	1
was disenfranchise	0
was softening	1
was soften	0
was irrigating	1
was irrigate	0
was irrigated	0
was disguising	1
was disguise	0
was overpaying	1
was overpay	0
was vindicating	1
was vindicate	0
was energizing	1
was energize	0
was teaming	1
was strangling	1
was strangle	0
was erasing	1
was erase	0
was formulating	1
was formulate	0
was debuting	1
was debut	0
was debuted	0
was waiving	1
was waive	0
was imbuing	1
was imbue	0
was billing	1
was digesting	1
was digest	0
was digested	0
was deriving	1
was derive	0
was shielding	1
was shield	0
was alienating	1
was alienate	0
was alienated	0
was paring	1
was pare	0
was scrutinizing	1
was scrutinize	0
was gravitating	1
was gravitate	0
was gravitated	0
was entertaining	1
was entertain	0
was impeaching	1
was impeach	0
was equipping	1
was equip	0
was flushing	1
was resonating	1
was resonate	0
was resonated	0
was fomenting	1
was foment	0
was fomented	0
was flashing	1
was prescribing	1
was prescribe	0
was deducting	1
was deduct	0
was bothering	1
was bother	0
was remedying	1
was remedy	0
was bowing	1
was bow	0
was whittling	1
was whittle	0
was discriminating	1
was discriminate	0
was relegating	1
was relegate	0
was evicting	1
was evict	0
was commanding	1
was command	0
was modelling	1
was reactivating	1
was reactivate	0
was framing	1
was frame	0
was differing	1
was differ	0
was differed	0
was exerting	1
was exert	0
was culminating	1
was culminate	0
was culminated	0
was razing	1
was raze	0
was incorporating	1
was incorporate	0
was calibrating	1
was calibrate	0
was honing	1
was hone	0
was stringing	1
was string	0
was swatting	1
was swat	0
was wielding	1
was wield	0
was endowing	1
was endow	0
was zipping	1
was zip	0
was proliferating	1
was proliferate	0
was proliferated	0
was intimidating	1
was intimidate	0
was shining	1
was shine	0
was amplifying	1
was amplify	0
was ripping	1
was rip	0
was mourning	1
was mourn	0
was mining	1
was licking	1
was lick	0
was licked	0
was trouncing	1
was trounce	0
was applauding	1
was applaud	0
was verifying	1
was verify	0
was slumping	1
was slump	0
was deserting	1
was slinking	1
was slink	0
was slunk	0
was forbidding	1
was forbid	0
was skimming	1
was skim	0
was skimmed	0
was evaporating	1
was evaporate	0
was evaporated	0
was tightening	1
was tighten	0
was condoning	1
was condone	0
was allaying	1
was allay	0
was allayed	0
was rebelling	1
was rebel	0
was rebelled	0
was prospering	1
was prosper	0
was prospered	0
was smoothing	1
was snarling	1
was snarl	0
was furthering	1
was furthered	0
was overdoing	1
was overdo	0
was exhuming	1
was exhume	0
was paraphrasing	1
was paraphrase	0
was paraphrased	0
was encompassing	1
was encompass	0
was encompassed	0
was sniffing	1
was sniff	0
was poking	1
was poke	0
was officiating	1
was officiate	0
was ordaining	1
was ordain	0
was obscuring	1
was bruising	1
was bruise	0
was recapturing	1
was recapture	0
was adorning	1
was adorn	0
was phoning	1
was phone	0
was objecting	1
was object	0
was objected	0
was hurrying	1
was hurry	0
was sprinkling	1
was sprinkle	0
was downing	1
was enlightening	1
was enlighten	0
was budging	1
was budge	0
was budged	0
was ticking	1
was tick	0
was delighting	1
was outlasting	1
was outlast	0
was outlasted	0
was inventing	1
was invent	0
was monetizing	1
was monetize	0
was monetized	0
was amending	1
was amend	0
was undertaking	1
was undertake	0
was hoisting	1
was hoist	0
was perverting	1
was pervert	0
was perverted	0
was restating	1
was restate	0
was restated	0
was articulating	1
was whacking	1
was whack	0
was bludgeoning	1
was bludgeon	0
was complementing	1
was complement	0
was prodding	1
was prod	0
was personalizing	1
was personalize	0
was squandering	1
was squander	0
was scraping	1
was scrape	0
was crafting	1
was craft	0
was culling	1
was cull	0
was envisioning	1
was envision	0
was wafting	1
was waft	0
was wafted	0
was narrating	1
was narrate	0
was thrashing	1
was thrash	0
was obsessing	1
was obsess	0
was buoying	1
was buoy	0
was ambushing	1
was ambush	0
was hastening	1
was hasten	0
was muttering	1
was mutter	0
was muttered	0
was spoiling	1
was spoil	0
was nabbing	1
was nab	0
was residing	1
was reside	0
was resided	0
was cladding	1
was nestling	1
was nestle	0
was functioning	1
was function	0
was functioned	0
was shuttering	1
was shutter	0
was reciprocating	1
was reciprocate	0
was soaking	1
was soak	0
was trickling	1
was trickle	0
was trickled	0
was disallowing	1
was disallow	0
was piecing	1
was piece	0
was fluctuating	1
was fluctuate	0
was fluctuated	0
was straining	1
was strain	0
was mugging	1
was mug	0
was throttling	1
was throttle	0
was subsiding	1
was subside	0
was subsided	0
was legalizing	1
was legalize	0
was underestimating	1
was underestimate	0
was purring	1
was purr	0
was purred	0
was galvanizing	1
was galvanize	0
was barricading	1
was barricade	0
was inundating	1
was inundate	0
was activating	1
was activate	0
was radiating	1
was radiate	0
was radiated	0
was immersing	1
was immerse	0
was scrolling	1
was scroll	0
was scrolled	0
was plaguing	1
was plague	0
was shoring	1
was shore	0
was faring	1
was fare	0
was fared	0
was clamouring	1
was clamour	0
was clamoured	0
was detracting	1
was detract	0
was detracted	0
was spurning	1
was spurn	0
was cavorting	1
was cavort	0
was cavorted	0
was spouting	1
was spout	0
was spouted	0
was redirecting	1
was redirect	0
was imparting	1
was impart	0
was negating	1
was negate	0
was dismantling	1
was dismantle	0
was orchestrating	1
was orchestrate	0
was rewarding	1
was imitating	1
was imitate	0
was imitated	0
was implicating	1
was implicate	0
was convening	1
was convene	0
was miming	1
was mime	0
was mimed	0
was disliking	1
was dislike	0
was bundling	1
was bundle	0
was embarking	1
was embark	0
was snatching	1
was snatch	0
was asserting	1
was assert	0
was rerouting	1
was reroute	0
was betraying	1
was betray	0
was lightening	1
was lighten	0
was disembarking	1
was disembark	0
was disembarked	0
was cornering	1
was corner	0
was incurring	1
was incur	0
was unfurling	1
was unfurl	0
was vexing	1
was vex	0
was profiting	1
was profited	0
was suppressing	1
was suppress	0
was stagnating	1
was stagnate	0
was stagnated	0
was glossing	1
was gloss	0
was glossed	0
was trawling	1
was trawl	0
was trawled	0
was rotating	1
was rotate	0
was pinpointing	1
was pinpoint	0
was customizing	1
was customize	0
was sizing	1
was sized	0
was pirating	1
was pirate	0
was foisting	1
was foist	0
was reinventing	1
was reinvent	0
was enslaving	1
was enslave	0
was hesitating	1
was hesitate	0
was hesitated	0
was envisaging	1
was envisage	0
was falsifying	1
was falsify	0
was unionizing	1
was unionize	0
was unionized	0
was aching	1
was ache	0
was ached	0
was fostering	1
was gleaming	1
was gleam	0
was gleamed	0
was demolishing	1
was demolish	0
was riling	1
was rile	0
was overthrowing	1
was overthrow	0
was cordoning	1
was cordon	0
was instituting	1
was institute	0
was overestimating	1
was overestimate	0
was offending	1
was offend	0
was whooping	1
was whoop	0
was whooped	0
was excusing	1
was excuse	0
was shrouding	1
was shroud	0
was monopolizing	1
was monopolize	0
was monopolized	0
was summarizing	1
was summarize	0
was sparing	1
was realigning	1
was realign	0
was redressing	1
was redress	0
was redressed	0
was evading	1
was evade	0
was evaded	0
was sputtering	1
was sputter	0
was sputtered	0
was simplifying	1
was simplify	0
was commercializing	1
was commercialize	0
was belying	1
was belie	0
was eluding	1
was elude	0
was eluded	0
was divulging	1
was divulge	0
was politicizing	1
was politicize	0
was ascertaining	1
was ascertain	0
was ascertained	0
was aging	1
was abating	1
was abate	0
was abated	0
was wowing	1
was wow	0
was weeding	1
was weed	0
was weeded	0
was revitalizing	1
was revitalize	0
was tricking	1
